LAMMPS (2 Aug 2023 - Update 1)
Reading data file ...
  orthogonal box = (0 0 0) to (6.5850607 6.5850607 6.5850607)
  2 by 4 by 5 MPI processor grid
  reading atoms ...
  12 atoms
  read_data CPU = 0.022 seconds
Replication is creating a 6x6x6 = 216 times larger system...
  orthogonal box = (0 0 0) to (39.510364 39.510364 39.510364)
  2 by 4 by 5 MPI processor grid
  2592 atoms
  replicate CPU = 0.002 seconds
1728 atoms in group Ag
864 atoms in group Te
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Neighbor list info ...
  update: every = 1 steps, delay = 0 steps, check = yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 10.3
  ghost atom cutoff = 10.3
  binsize = 5.15, bins = 8 8 8
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair lj/cut, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.001
Per MPI rank memory allocation (min/avg/max) = 3.123 | 3.128 | 3.13 Mbytes
   Step          Temp          Press            Lx             Ly             Lz      
    500000   402.5977      -1323.033       36.489583      36.510956      37.098066    
    501000   407.29256     -1439.8477      36.489583      36.510956      37.098066    
    502000   399.464       -2362.9719      36.489583      36.510956      37.098066    
    503000   388.33668     -2107.7382      36.489583      36.510956      37.098066    
    504000   402.72306     -1690.6036      36.489583      36.510956      37.098066    
    505000   391.60656     -1601.1096      36.489583      36.510956      37.098066    
    506000   400.79278     -895.60644      36.489583      36.510956      37.098066    
    507000   396.36594     -1008.9175      36.489583      36.510956      37.098066    
    508000   400.49147     -1780.1757      36.489583      36.510956      37.098066    
    509000   402.0333      -1805.0212      36.489583      36.510956      37.098066    
    510000   398.50742     -1410.2169      36.489583      36.510956      37.098066    
    511000   401.37986     -818.70162      36.489583      36.510956      37.098066    
    512000   404.4558      -289.75369      36.489583      36.510956      37.098066    
    513000   402.58882     -2018.4614      36.489583      36.510956      37.098066    
    514000   408.37758     -1599.4338      36.489583      36.510956      37.098066    
    515000   409.36629     -1623.1946      36.489583      36.510956      37.098066    
    516000   403.88609     -1863.0439      36.489583      36.510956      37.098066    
    517000   411.16176     -1497.3685      36.489583      36.510956      37.098066    
    518000   397.3316      -1333.7458      36.489583      36.510956      37.098066    
    519000   398.89883     -1144.2264      36.489583      36.510956      37.098066    
    520000   394.34576     -1900.7387      36.489583      36.510956      37.098066    
    521000   400.79833     -1471.285       36.489583      36.510956      37.098066    
    522000   401.86919     -1422.0799      36.489583      36.510956      37.098066    
    523000   401.16351     -1479.5621      36.489583      36.510956      37.098066    
    524000   389.44991     -1054.5621      36.489583      36.510956      37.098066    
    525000   399.15994     -872.7538       36.489583      36.510956      37.098066    
    526000   404.4966      -1845.0828      36.489583      36.510956      37.098066    
    527000   392.95908     -1856.4666      36.489583      36.510956      37.098066    
    528000   399.86357     -1660.2476      36.489583      36.510956      37.098066    
    529000   396.27319     -1315.39        36.489583      36.510956      37.098066    
    530000   391.92679     -1815.7006      36.489583      36.510956      37.098066    
    531000   409.67502     -1691.8817      36.489583      36.510956      37.098066    
    532000   410.32851     -1827.2102      36.489583      36.510956      37.098066    
    533000   401.18505     -2305.4578      36.489583      36.510956      37.098066    
    534000   400.28411     -1538.6369      36.489583      36.510956      37.098066    
    535000   394.68948     -2127.4809      36.489583      36.510956      37.098066    
    536000   393.50064     -2303.0257      36.489583      36.510956      37.098066    
    537000   408.17979     -1898.6223      36.489583      36.510956      37.098066    
    538000   405.48443     -1974.553       36.489583      36.510956      37.098066    
    539000   391.9326      -1901.336       36.489583      36.510956      37.098066    
    540000   412.5895      -1671.0642      36.489583      36.510956      37.098066    
    541000   387.79396     -2026.2099      36.489583      36.510956      37.098066    
    542000   399.13244     -1849.7806      36.489583      36.510956      37.098066    
    543000   396.32462     -2474.6775      36.489583      36.510956      37.098066    
    544000   401.92999     -1733.9944      36.489583      36.510956      37.098066    
    545000   402.02492     -1915.0324      36.489583      36.510956      37.098066    
    546000   405.8667      -2232.5635      36.489583      36.510956      37.098066    
    547000   399.87103     -1698.6315      36.489583      36.510956      37.098066    
    548000   398.53204     -1539.595       36.489583      36.510956      37.098066    
    549000   409.32489     -1279.6328      36.489583      36.510956      37.098066    
    550000   394.78413     -2087.1903      36.489583      36.510956      37.098066    
    551000   399.61623     -1549.7083      36.489583      36.510956      37.098066    
    552000   399.91118     -2256.4104      36.489583      36.510956      37.098066    
    553000   397.12656     -1717.3342      36.489583      36.510956      37.098066    
    554000   402.0429      -1793.3433      36.489583      36.510956      37.098066    
    555000   397.9331      -1614.3283      36.489583      36.510956      37.098066    
    556000   402.9886      -885.45876      36.489583      36.510956      37.098066    
    557000   394.74354     -1612.418       36.489583      36.510956      37.098066    
    558000   401.67723     -1352.9681      36.489583      36.510956      37.098066    
    559000   394.18086     -2709.6673      36.489583      36.510956      37.098066    
    560000   415.53787     -2326.2367      36.489583      36.510956      37.098066    
    561000   408.68458     -1933.7062      36.489583      36.510956      37.098066    
    562000   398.21448     -1686.3027      36.489583      36.510956      37.098066    
    563000   392.09858     -1863.8475      36.489583      36.510956      37.098066    
    564000   416.56191     -961.21187      36.489583      36.510956      37.098066    
    565000   393.9648      -2282.6741      36.489583      36.510956      37.098066    
    566000   395.11608     -2070.3856      36.489583      36.510956      37.098066    
    567000   418.34966     -1758.0469      36.489583      36.510956      37.098066    
    568000   392.22831     -1966.7483      36.489583      36.510956      37.098066    
    569000   401.02171     -1952.3507      36.489583      36.510956      37.098066    
    570000   411.21321     -1738.4093      36.489583      36.510956      37.098066    
    571000   402.95546     -1294.474       36.489583      36.510956      37.098066    
    572000   393.86763     -1711.7987      36.489583      36.510956      37.098066    
    573000   396.01915     -1410.5919      36.489583      36.510956      37.098066    
    574000   396.69963     -1208.9653      36.489583      36.510956      37.098066    
    575000   397.17884     -1514.4139      36.489583      36.510956      37.098066    
    576000   400.98253     -1900.7204      36.489583      36.510956      37.098066    
    577000   406.74488     -1178.0561      36.489583      36.510956      37.098066    
    578000   403.70015     -1740.689       36.489583      36.510956      37.098066    
    579000   399.86466     -1627.0707      36.489583      36.510956      37.098066    
    580000   398.08142     -1968.603       36.489583      36.510956      37.098066    
    581000   402.5993      -1454.809       36.489583      36.510956      37.098066    
    582000   413.85361     -1616.7881      36.489583      36.510956      37.098066    
    583000   401.35667     -2011.2184      36.489583      36.510956      37.098066    
    584000   404.69427     -673.57263      36.489583      36.510956      37.098066    
    585000   395.0499      -2681.9856      36.489583      36.510956      37.098066    
    586000   386.34876     -2400.9012      36.489583      36.510956      37.098066    
    587000   405.97521     -1975.8626      36.489583      36.510956      37.098066    
    588000   391.64631     -2479.7509      36.489583      36.510956      37.098066    
    589000   399.21972     -1365.1274      36.489583      36.510956      37.098066    
    590000   394.97116     -1572.6716      36.489583      36.510956      37.098066    
    591000   396.22805     -2400.0071      36.489583      36.510956      37.098066    
    592000   404.30298     -1755.0912      36.489583      36.510956      37.098066    
    593000   396.86039     -1979.5669      36.489583      36.510956      37.098066    
    594000   400.1642      -1439.5531      36.489583      36.510956      37.098066    
    595000   397.07123     -2214.5337      36.489583      36.510956      37.098066    
    596000   402.9821      -2086.3255      36.489583      36.510956      37.098066    
    597000   392.88234     -1923.0661      36.489583      36.510956      37.098066    
    598000   398.84558     -1400.6886      36.489583      36.510956      37.098066    
    599000   385.31761     -1392.7476      36.489583      36.510956      37.098066    
    600000   403.77478     -1774.2395      36.489583      36.510956      37.098066    
    601000   393.76256     -2067.3008      36.489583      36.510956      37.098066    
    602000   400.59954     -1591.5859      36.489583      36.510956      37.098066    
    603000   394.10668     -2459.4819      36.489583      36.510956      37.098066    
    604000   403.38746     -1681.3708      36.489583      36.510956      37.098066    
    605000   403.51667     -1571.2468      36.489583      36.510956      37.098066    
    606000   404.21242     -2724.2951      36.489583      36.510956      37.098066    
    607000   401.48965     -1742.086       36.489583      36.510956      37.098066    
    608000   395.62641     -2271.8318      36.489583      36.510956      37.098066    
    609000   391.4622      -2307.6188      36.489583      36.510956      37.098066    
    610000   404.55593     -1253.08        36.489583      36.510956      37.098066    
    611000   390.09203     -1575.7413      36.489583      36.510956      37.098066    
    612000   401.28339     -1308.3261      36.489583      36.510956      37.098066    
    613000   398.50173     -1771.9121      36.489583      36.510956      37.098066    
    614000   402.28691     -1646.3231      36.489583      36.510956      37.098066    
    615000   391.74135     -1806.5611      36.489583      36.510956      37.098066    
    616000   402.12842     -1435.3447      36.489583      36.510956      37.098066    
    617000   396.66235     -1699.0245      36.489583      36.510956      37.098066    
    618000   399.54639     -1887.6808      36.489583      36.510956      37.098066    
    619000   397.99361     -1362.026       36.489583      36.510956      37.098066    
    620000   397.11364     -1658.4695      36.489583      36.510956      37.098066    
    621000   405.80698     -1346.0016      36.489583      36.510956      37.098066    
    622000   407.90328     -1656.6178      36.489583      36.510956      37.098066    
    623000   404.32684     -908.82069      36.489583      36.510956      37.098066    
    624000   398.43114     -1028.7577      36.489583      36.510956      37.098066    
    625000   391.5005      -1834.0542      36.489583      36.510956      37.098066    
    626000   410.85529     -1298.9428      36.489583      36.510956      37.098066    
    627000   404.84175     -716.96501      36.489583      36.510956      37.098066    
    628000   397.49624     -1341.3159      36.489583      36.510956      37.098066    
    629000   397.18592     -1312.0393      36.489583      36.510956      37.098066    
    630000   397.96262     -2088.6225      36.489583      36.510956      37.098066    
    631000   389.0381      -1418.6669      36.489583      36.510956      37.098066    
    632000   396.96675     -579.07145      36.489583      36.510956      37.098066    
    633000   396.78703     -1693.0683      36.489583      36.510956      37.098066    
    634000   402.77425     -1153.2059      36.489583      36.510956      37.098066    
    635000   400.3479      -1555.0863      36.489583      36.510956      37.098066    
    636000   396.11425     -1611.5094      36.489583      36.510956      37.098066    
    637000   390.73832     -1777.9186      36.489583      36.510956      37.098066    
    638000   396.32906     -1439.3037      36.489583      36.510956      37.098066    
    639000   392.95046     -1663.9786      36.489583      36.510956      37.098066    
    640000   397.94272     -1361.3544      36.489583      36.510956      37.098066    
    641000   406.10817     -1407.9106      36.489583      36.510956      37.098066    
    642000   400.41659     -1612.4312      36.489583      36.510956      37.098066    
    643000   403.50812     -593.24393      36.489583      36.510956      37.098066    
    644000   397.87189     -2085.266       36.489583      36.510956      37.098066    
    645000   392.87743     -2583.0262      36.489583      36.510956      37.098066    
    646000   411.12735     -1575.4966      36.489583      36.510956      37.098066    
    647000   402.1238      -1761.3307      36.489583      36.510956      37.098066    
    648000   410.99107     -1803.5054      36.489583      36.510956      37.098066    
    649000   398.69375     -1989.5057      36.489583      36.510956      37.098066    
    650000   388.0399      -1452.2723      36.489583      36.510956      37.098066    
    651000   407.18742     -1316.5808      36.489583      36.510956      37.098066    
    652000   387.46306     -2231.6476      36.489583      36.510956      37.098066    
    653000   400.19077     -1973.5778      36.489583      36.510956      37.098066    
    654000   395.87725     -1211.1315      36.489583      36.510956      37.098066    
    655000   396.58989     -1196.5343      36.489583      36.510956      37.098066    
    656000   406.40063     -1496.729       36.489583      36.510956      37.098066    
    657000   404.98653     -2041.3229      36.489583      36.510956      37.098066    
    658000   388.50816     -1582.2047      36.489583      36.510956      37.098066    
    659000   409.7799      -1013.8925      36.489583      36.510956      37.098066    
    660000   396.18193     -856.1147       36.489583      36.510956      37.098066    
    661000   395.64399     -1375.5771      36.489583      36.510956      37.098066    
    662000   392.28925     -1819.7455      36.489583      36.510956      37.098066    
    663000   399.82034     -1255.439       36.489583      36.510956      37.098066    
    664000   404.6979      -698.26758      36.489583      36.510956      37.098066    
    665000   391.97531     -1566.5153      36.489583      36.510956      37.098066    
    666000   394.53909     -1413.9518      36.489583      36.510956      37.098066    
    667000   402.58846     -1431.0521      36.489583      36.510956      37.098066    
    668000   399.22058     -1515.7897      36.489583      36.510956      37.098066    
    669000   407.97589     -1695.1339      36.489583      36.510956      37.098066    
    670000   407.0493      -1357.0304      36.489583      36.510956      37.098066    
    671000   384.53932     -1346.0966      36.489583      36.510956      37.098066    
    672000   403.14442     -1591.3384      36.489583      36.510956      37.098066    
    673000   397.35292     -1404.7341      36.489583      36.510956      37.098066    
    674000   398.37793     -1631.8358      36.489583      36.510956      37.098066    
    675000   393.45005     -1657.7418      36.489583      36.510956      37.098066    
    676000   406.36696     -1319.2641      36.489583      36.510956      37.098066    
    677000   399.46327     -993.12439      36.489583      36.510956      37.098066    
    678000   399.18379     -1332.6877      36.489583      36.510956      37.098066    
    679000   395.36849     -1051.8724      36.489583      36.510956      37.098066    
    680000   389.38211     -1785.0708      36.489583      36.510956      37.098066    
    681000   392.91211     -1811.0949      36.489583      36.510956      37.098066    
    682000   400.37933     -1545.2762      36.489583      36.510956      37.098066    
    683000   404.42952     -1361.3785      36.489583      36.510956      37.098066    
    684000   407.17052     -860.57811      36.489583      36.510956      37.098066    
    685000   390.12419     -1257.0549      36.489583      36.510956      37.098066    
    686000   399.31931     -564.17446      36.489583      36.510956      37.098066    
    687000   402.46033     -1108.8539      36.489583      36.510956      37.098066    
    688000   402.77042     -1137.4069      36.489583      36.510956      37.098066    
    689000   387.96323     -1333.1806      36.489583      36.510956      37.098066    
    690000   396.63324     -1592.7723      36.489583      36.510956      37.098066    
    691000   395.68691     -1529.431       36.489583      36.510956      37.098066    
    692000   405.47305     -1501.842       36.489583      36.510956      37.098066    
    693000   397.35271     -1573.0693      36.489583      36.510956      37.098066    
    694000   396.55527     -1815.9388      36.489583      36.510956      37.098066    
    695000   397.76672     -1169.7179      36.489583      36.510956      37.098066    
    696000   412.05715     -1385.9924      36.489583      36.510956      37.098066    
    697000   401.73773     -1572.6119      36.489583      36.510956      37.098066    
    698000   396.58026     -1300.9338      36.489583      36.510956      37.098066    
    699000   403.17838     -1444.8798      36.489583      36.510956      37.098066    
    700000   395.69173     -924.43404      36.489583      36.510956      37.098066    
    701000   403.60103     -917.89417      36.489583      36.510956      37.098066    
    702000   397.73702     -1387.9495      36.489583      36.510956      37.098066    
    703000   397.46216     -1069.6441      36.489583      36.510956      37.098066    
    704000   399.76203     -673.15241      36.489583      36.510956      37.098066    
    705000   406.45364     -1222.1272      36.489583      36.510956      37.098066    
    706000   393.08495     -1683.4949      36.489583      36.510956      37.098066    
    707000   410.56797     -357.47939      36.489583      36.510956      37.098066    
    708000   392.13533     -1382.7677      36.489583      36.510956      37.098066    
    709000   390.85877     -1464.0332      36.489583      36.510956      37.098066    
    710000   388.30297     -1169.5008      36.489583      36.510956      37.098066    
    711000   397.32131     -1717.5872      36.489583      36.510956      37.098066    
    712000   404.24381     -1537.985       36.489583      36.510956      37.098066    
    713000   404.30188     -1280.6303      36.489583      36.510956      37.098066    
    714000   394.38789     -853.72643      36.489583      36.510956      37.098066    
    715000   395.66        -1583.1569      36.489583      36.510956      37.098066    
    716000   402.75934     -1106.8154      36.489583      36.510956      37.098066    
    717000   406.18444     -544.57744      36.489583      36.510956      37.098066    
    718000   404.30349     -1142.0057      36.489583      36.510956      37.098066    
    719000   398.28012     -1255.6283      36.489583      36.510956      37.098066    
    720000   412.23884     -699.44039      36.489583      36.510956      37.098066    
    721000   390.3756      -1348.4152      36.489583      36.510956      37.098066    
    722000   403.18025     -1258.2478      36.489583      36.510956      37.098066    
    723000   403.80961     -246.56896      36.489583      36.510956      37.098066    
    724000   400.13847     -1449.8949      36.489583      36.510956      37.098066    
    725000   396.29924     -925.80981      36.489583      36.510956      37.098066    
    726000   403.90042     -977.1339       36.489583      36.510956      37.098066    
    727000   401.92241     -1427.3253      36.489583      36.510956      37.098066    
    728000   395.82379     -1533.4066      36.489583      36.510956      37.098066    
    729000   403.70613     -1195.8489      36.489583      36.510956      37.098066    
    730000   395.7536      -1365.0503      36.489583      36.510956      37.098066    
    731000   410.86528     -1201.5045      36.489583      36.510956      37.098066    
    732000   393.55407     -1009.8459      36.489583      36.510956      37.098066    
    733000   407.62921     -939.09152      36.489583      36.510956      37.098066    
    734000   398.2945      -1135.2696      36.489583      36.510956      37.098066    
    735000   405.73561     -949.78694      36.489583      36.510956      37.098066    
    736000   401.63205     -1217.8255      36.489583      36.510956      37.098066    
    737000   403.9801      -799.69434      36.489583      36.510956      37.098066    
    738000   399.44674     -1033.3138      36.489583      36.510956      37.098066    
    739000   395.65292     -602.95365      36.489583      36.510956      37.098066    
    740000   392.0911      -968.97207      36.489583      36.510956      37.098066    
    741000   408.08618     -1121.9992      36.489583      36.510956      37.098066    
    742000   398.64216     -1176.4658      36.489583      36.510956      37.098066    
    743000   400.05666     -1872.0599      36.489583      36.510956      37.098066    
    744000   391.83769     -1698.5038      36.489583      36.510956      37.098066    
    745000   392.13596     -1001.2614      36.489583      36.510956      37.098066    
    746000   398.52526     -1274.1172      36.489583      36.510956      37.098066    
    747000   397.54132     -1166.2354      36.489583      36.510956      37.098066    
    748000   389.72466     -993.9325       36.489583      36.510956      37.098066    
    749000   399.85752     -1652.8872      36.489583      36.510956      37.098066    
    750000   394.34754     -1470.3196      36.489583      36.510956      37.098066    
    751000   409.49688     -1506.3352      36.489583      36.510956      37.098066    
    752000   392.52553     -331.53611      36.489583      36.510956      37.098066    
    753000   407.51071     -1139.6154      36.489583      36.510956      37.098066    
    754000   399.55023     -1279.0679      36.489583      36.510956      37.098066    
    755000   411.03508     -821.52342      36.489583      36.510956      37.098066    
    756000   395.63027     -1047.3453      36.489583      36.510956      37.098066    
    757000   405.6342      -1386.8428      36.489583      36.510956      37.098066    
    758000   394.62372     -1096.6574      36.489583      36.510956      37.098066    
    759000   407.81191     -1817.5527      36.489583      36.510956      37.098066    
    760000   410.18663     -946.59522      36.489583      36.510956      37.098066    
    761000   397.87578     -1666.6177      36.489583      36.510956      37.098066    
    762000   407.8514      -872.23882      36.489583      36.510956      37.098066    
    763000   402.41246     -1207.5389      36.489583      36.510956      37.098066    
    764000   399.72176     -884.18118      36.489583      36.510956      37.098066    
    765000   399.82373     -1982.2465      36.489583      36.510956      37.098066    
    766000   409.19552     -1633.157       36.489583      36.510956      37.098066    
    767000   399.35753     -959.22726      36.489583      36.510956      37.098066    
    768000   397.8769      -1236.9519      36.489583      36.510956      37.098066    
    769000   402.53865     -566.74409      36.489583      36.510956      37.098066    
    770000   407.74487     -580.68184      36.489583      36.510956      37.098066    
    771000   394.18274     -1470.0899      36.489583      36.510956      37.098066    
    772000   401.62459     -1446.6804      36.489583      36.510956      37.098066    
    773000   404.42864     -1332.7335      36.489583      36.510956      37.098066    
    774000   392.94956     -1189.0439      36.489583      36.510956      37.098066    
    775000   405.53975     -1188.1745      36.489583      36.510956      37.098066    
    776000   402.57021     -1330.7285      36.489583      36.510956      37.098066    
    777000   394.86397     -983.85569      36.489583      36.510956      37.098066    
    778000   401.91034     -858.00902      36.489583      36.510956      37.098066    
    779000   396.44018     -1000.8812      36.489583      36.510956      37.098066    
    780000   412.33903     -589.1482       36.489583      36.510956      37.098066    
    781000   401.99493     -1203.3806      36.489583      36.510956      37.098066    
    782000   400.60926     -864.87855      36.489583      36.510956      37.098066    
    783000   400.08219     -1732.9413      36.489583      36.510956      37.098066    
    784000   400.5976      -1407.5035      36.489583      36.510956      37.098066    
    785000   395.68475     -521.94989      36.489583      36.510956      37.098066    
    786000   400.45912     -1235.9385      36.489583      36.510956      37.098066    
    787000   402.68836     -1177.5224      36.489583      36.510956      37.098066    
    788000   401.47448     -1375.3468      36.489583      36.510956      37.098066    
    789000   405.75883     -686.79759      36.489583      36.510956      37.098066    
    790000   403.68199     -545.48568      36.489583      36.510956      37.098066    
    791000   395.17155     -676.37051      36.489583      36.510956      37.098066    
    792000   392.00831     -206.16531      36.489583      36.510956      37.098066    
    793000   392.25256     -1041.9009      36.489583      36.510956      37.098066    
    794000   408.29605     -977.19739      36.489583      36.510956      37.098066    
    795000   407.61176     -1052.425       36.489583      36.510956      37.098066    
    796000   407.33198     -1479.1804      36.489583      36.510956      37.098066    
    797000   406.87003     -1255.6204      36.489583      36.510956      37.098066    
    798000   402.01417     -1679.5845      36.489583      36.510956      37.098066    
    799000   400.02539     -668.91428      36.489583      36.510956      37.098066    
    800000   391.80132     -1136.57        36.489583      36.510956      37.098066    
    801000   405.31677     -1029.256       36.489583      36.510956      37.098066    
    802000   419.67141     -1224.2211      36.489583      36.510956      37.098066    
    803000   402.34053     -1385.0268      36.489583      36.510956      37.098066    
    804000   391.29946     -923.72029      36.489583      36.510956      37.098066    
    805000   396.42011     -1420.3445      36.489583      36.510956      37.098066    
    806000   399.82586     -901.36187      36.489583      36.510956      37.098066    
    807000   405.83131     -1507.7275      36.489583      36.510956      37.098066    
    808000   405.95892     -1444.3056      36.489583      36.510956      37.098066    
    809000   404.0388      -1303.7198      36.489583      36.510956      37.098066    
    810000   405.90273     -1563.0118      36.489583      36.510956      37.098066    
    811000   395.83301     -1667.1032      36.489583      36.510956      37.098066    
    812000   402.33957     -1239.1977      36.489583      36.510956      37.098066    
    813000   386.98903     -1659.9775      36.489583      36.510956      37.098066    
    814000   391.04038     -1328.2532      36.489583      36.510956      37.098066    
    815000   398.74032     -1443.4146      36.489583      36.510956      37.098066    
    816000   403.45861     -1227.4914      36.489583      36.510956      37.098066    
    817000   408.44942     -1321.7717      36.489583      36.510956      37.098066    
    818000   390.29693     -987.22633      36.489583      36.510956      37.098066    
    819000   402.27555     -529.14274      36.489583      36.510956      37.098066    
    820000   392.60242     -1166.0505      36.489583      36.510956      37.098066    
    821000   408.00292     -705.67587      36.489583      36.510956      37.098066    
    822000   398.66853     -550.57718      36.489583      36.510956      37.098066    
    823000   406.06941     -743.99085      36.489583      36.510956      37.098066    
    824000   397.36348     -860.51705      36.489583      36.510956      37.098066    
    825000   398.69648     -1241.2565      36.489583      36.510956      37.098066    
    826000   403.88203     -1390.1584      36.489583      36.510956      37.098066    
    827000   404.51487     -428.8219       36.489583      36.510956      37.098066    
    828000   410.69734     -1113.1931      36.489583      36.510956      37.098066    
    829000   402.53396     -565.40886      36.489583      36.510956      37.098066    
    830000   406.08267     -479.84614      36.489583      36.510956      37.098066    
    831000   398.80018     -409.38448      36.489583      36.510956      37.098066    
    832000   414.79916     -254.12474      36.489583      36.510956      37.098066    
    833000   390.03512     -1167.8728      36.489583      36.510956      37.098066    
    834000   404.11421     -984.40748      36.489583      36.510956      37.098066    
    835000   394.69493     -1019.2041      36.489583      36.510956      37.098066    
    836000   411.92791     -1472.3516      36.489583      36.510956      37.098066    
    837000   404.69697     -1539.1827      36.489583      36.510956      37.098066    
    838000   402.89954     -1139.8977      36.489583      36.510956      37.098066    
    839000   396.59832     -1135.3357      36.489583      36.510956      37.098066    
    840000   393.5929      -1002.3343      36.489583      36.510956      37.098066    
    841000   395.2911      -925.7091       36.489583      36.510956      37.098066    
    842000   396.24771     -1130.6155      36.489583      36.510956      37.098066    
    843000   396.10146     -877.36585      36.489583      36.510956      37.098066    
    844000   391.15622     -785.96157      36.489583      36.510956      37.098066    
    845000   408.15282     -638.32092      36.489583      36.510956      37.098066    
    846000   396.56398     -900.20617      36.489583      36.510956      37.098066    
    847000   411.67473     -726.18287      36.489583      36.510956      37.098066    
    848000   390.66305     -1332.2615      36.489583      36.510956      37.098066    
    849000   404.88316     -686.40249      36.489583      36.510956      37.098066    
    850000   405.57818     -1059.4547      36.489583      36.510956      37.098066    
    851000   395.47986     -1019.0757      36.489583      36.510956      37.098066    
    852000   407.3213      -1253.8699      36.489583      36.510956      37.098066    
    853000   398.26887     -1954.6551      36.489583      36.510956      37.098066    
    854000   399.6315      -738.408        36.489583      36.510956      37.098066    
    855000   405.35536     -933.68621      36.489583      36.510956      37.098066    
    856000   389.29275     -924.97464      36.489583      36.510956      37.098066    
    857000   399.86025     -919.52477      36.489583      36.510956      37.098066    
    858000   400.38067     -1389.5652      36.489583      36.510956      37.098066    
    859000   411.31845     -697.5042       36.489583      36.510956      37.098066    
    860000   392.65214     -1582.481       36.489583      36.510956      37.098066    
    861000   398.92941     -1121.6216      36.489583      36.510956      37.098066    
    862000   404.69833     -1731.0364      36.489583      36.510956      37.098066    
    863000   410.98115     -1437.4995      36.489583      36.510956      37.098066    
    864000   401.40636     -1138.172       36.489583      36.510956      37.098066    
    865000   395.66236     -1480.2693      36.489583      36.510956      37.098066    
    866000   389.67709     -748.21642      36.489583      36.510956      37.098066    
    867000   413.83985     -1135.4859      36.489583      36.510956      37.098066    
    868000   393.05692     -1214.6489      36.489583      36.510956      37.098066    
    869000   393.51003     -1212.8078      36.489583      36.510956      37.098066    
    870000   401.74561     -771.53914      36.489583      36.510956      37.098066    
    871000   407.17488     -1513.7079      36.489583      36.510956      37.098066    
    872000   398.58869     -860.71851      36.489583      36.510956      37.098066    
    873000   409.26627     -1488.0732      36.489583      36.510956      37.098066    
    874000   399.48212     -761.27282      36.489583      36.510956      37.098066    
    875000   407.53509     -698.02951      36.489583      36.510956      37.098066    
    876000   405.85363     -691.76725      36.489583      36.510956      37.098066    
    877000   407.99557     -1104.5501      36.489583      36.510956      37.098066    
    878000   403.94671     -1682.5413      36.489583      36.510956      37.098066    
    879000   406.55911     -729.77217      36.489583      36.510956      37.098066    
    880000   399.20291     -1020.8461      36.489583      36.510956      37.098066    
    881000   396.06814     -630.9371       36.489583      36.510956      37.098066    
    882000   393.90751     -1252.1098      36.489583      36.510956      37.098066    
    883000   407.08788     -1088.8524      36.489583      36.510956      37.098066    
    884000   399.72447     -1169.6151      36.489583      36.510956      37.098066    
    885000   403.08952     -1217.653       36.489583      36.510956      37.098066    
    886000   403.91206     -920.80325      36.489583      36.510956      37.098066    
    887000   396.97767     -2153.0516      36.489583      36.510956      37.098066    
    888000   394.76949     -1160.3967      36.489583      36.510956      37.098066    
    889000   403.96279     -869.82997      36.489583      36.510956      37.098066    
    890000   402.00059     -1483.1402      36.489583      36.510956      37.098066    
    891000   397.6154      -787.05215      36.489583      36.510956      37.098066    
    892000   405.44083     -518.28033      36.489583      36.510956      37.098066    
    893000   405.65514     -1106.0755      36.489583      36.510956      37.098066    
    894000   394.72797     -595.41268      36.489583      36.510956      37.098066    
    895000   403.36821     -1613.2399      36.489583      36.510956      37.098066    
    896000   397.13991     -1220.8418      36.489583      36.510956      37.098066    
    897000   398.64635     -718.37533      36.489583      36.510956      37.098066    
    898000   408.47978     -1278.8052      36.489583      36.510956      37.098066    
    899000   400.98063     -1202.2859      36.489583      36.510956      37.098066    
    900000   396.22981     -1125.7338      36.489583      36.510956      37.098066    
    901000   395.53526     -1223.5126      36.489583      36.510956      37.098066    
    902000   395.42528     -1333.7067      36.489583      36.510956      37.098066    
    903000   399.15975     -1996.583       36.489583      36.510956      37.098066    
    904000   394.96879     -1126.3443      36.489583      36.510956      37.098066    
    905000   403.00985     -1511.2399      36.489583      36.510956      37.098066    
    906000   406.71545     -2248.4097      36.489583      36.510956      37.098066    
    907000   401.09679     -1614.7991      36.489583      36.510956      37.098066    
    908000   401.44024     -1572.2734      36.489583      36.510956      37.098066    
    909000   392.17246     -1785.1189      36.489583      36.510956      37.098066    
    910000   400.60256     -1529.5678      36.489583      36.510956      37.098066    
    911000   394.37181     -1115.6677      36.489583      36.510956      37.098066    
    912000   404.80921     -1254.1975      36.489583      36.510956      37.098066    
    913000   399.63454     -983.6098       36.489583      36.510956      37.098066    
    914000   394.3641      -1553.6711      36.489583      36.510956      37.098066    
    915000   397.83449     -1617.5548      36.489583      36.510956      37.098066    
    916000   418.2276      -708.43281      36.489583      36.510956      37.098066    
    917000   402.75973     -1917.3013      36.489583      36.510956      37.098066    
    918000   409.6588      -1709.695       36.489583      36.510956      37.098066    
    919000   400.18332     -937.10685      36.489583      36.510956      37.098066    
    920000   397.35127     -1774.8825      36.489583      36.510956      37.098066    
    921000   402.98737     -911.81861      36.489583      36.510956      37.098066    
    922000   399.24529     -1754.4687      36.489583      36.510956      37.098066    
